pre-control-article-flawed	a	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.W6Oy3OGelD
pre-control-article-flawed	b	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.4hpN2NMz9Q
pre-control-column-flawed	a	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.ruNYtqfHYe
pre-control-column-flawed	b	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.cN8LH4E1LP
pre-control-column-clean	a	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.EkNav9x7vf
pre-control-column-clean	b	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.udDjIANV6o
pre-control-case-study-flawed	a	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.OQcB0wwSWE
pre-control-case-study-flawed	b	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.qnHiBiUJEU
post-control-web-copy-flawed	a	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.PVZqMaTEJB
post-control-web-copy-flawed	b	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.tSM6m4DpCO
post-opinion-en_GB-r2-a	a	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.LiYjuFGH2H
post-opinion-en_GB-r2-a	b	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.sym94Ty2eg
post-column-sv-r2-a	a	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.if17rNV63o
post-column-sv-r2-a	b	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.WVI9lci9SZ
post-column-sv-r1-a	a	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.yZmsQX7G74
post-column-sv-r1-a	b	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.DqkbJtszz1
post-opinion-en_GB-r1-a	a	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.0TtfWKsz9r
post-opinion-en_GB-r1-a	b	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.lRQagubjwV
post-column-sv-r2-b	a	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.WH5DZyoD0G
post-column-sv-r2-b	b	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.egnhft885c
post-opinion-en_GB-r2-b	a	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.Pt4pBvpotu
post-opinion-en_GB-r2-b	b	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.nn7RyJplRS
post-column-sv-r1-b	a	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.EeuMwXVUyl
post-column-sv-r1-b	b	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.LM8l3d4HDY
post-control-opinion-flawed	a	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.r2zT74u1ZT
post-control-opinion-flawed	b	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.T3qdcGeCX3
post-opinion-en_GB-r1-b	a	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.QOAQLG8jmI
post-opinion-en_GB-r1-b	b	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.RUNO4TzSmM
post-control-opinion-clean	a	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.CwsidKjpYD
post-control-opinion-clean	b	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.KvKlkHEwru
post-control-web-copy-clean	a	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.fqcCAeprSx
post-control-web-copy-clean	b	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.qMvQ34dIQt
post-control-article-flawed	a	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.6RnjJY76oa
post-control-article-flawed	b	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.iLVQvMwEOo
post-control-case-study-clean	a	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.LpaOfTIU4H
post-control-case-study-clean	b	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.0BRY1RVhXx
post-control-article-clean	a	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.cShTDsNFPx
post-control-article-clean	b	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.mQxFpUT63H
post-control-column-clean	a	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.LOPv4KUl2g
post-control-column-clean	b	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.axtuNLQFSX
post-control-column-flawed	a	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.VTtXFqNPuU
post-control-column-flawed	b	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.XvvM4S7xB0
post-control-case-study-flawed	a	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.AdvQ12DKXy
post-control-case-study-flawed	b	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.o5ChPnpJQh
revise-control-opinion-flawed	a	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.BJsQx9huOb
revise-control-opinion-flawed	b	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.pbXMudcB2f
revise-control-web-copy-clean	a	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.oF5KGa0wmf
revise-control-web-copy-clean	b	/var/folders/cs/vgp_x_353zd9frkjpysp7zdw0000gn/T/tmp.XplyRRAKB5
